cow_id,age,breed,feed_quantity,temperature,humidity,lactation_stage,milk_yield
957ede2a,9,Holstein,20.11,34.67,82.03,30,12.35
548ef7c4,5,Jersey,16.16,17.1,63.98,210,22.1
843dde83,6,Jersey,15.51,42.02,51.93,170,12.59
2a3706f1,7,Holstein,25.02,9.07,47.91,306,26.45
21555d0f,2,Jersey,20.21,29.06,54.14,49,18.72
9a5aaeba,4,Jersey,17.72,11.13,60.7,19,21.98
c29056af,2,Guernsey,19.08,31.99,87.09,10,13.05
7ffe96c7,5,Jersey,18.64,28.13,51.78,325,19.08
2e7268b4,8,Jersey,22.68,17.01,42.01,286,21.78
32fada4a,9,Holstein,24.36,24.12,55.29,110,29.93
8c5b5bcf,9,Jersey,13.99,29.68,54.76,299,13.19
2bfac807,7,Guernsey,17.59,6.25,53.87,184,21.93
d28fcba5,7,Holstein,24.86,26.53,73.54,374,20.95
0b68f8b5,5,Jersey,22.18,8.83,60.68,291,22.43
791dcc7e,7,Holstein,21.25,27.66,84.52,258,22.47
ab90be88,2,Holstein,26.07,24.92,75.87,232,23.66
ae96cecf,10,Holstein,22.64,12.0,67.96,360,21.27
2bc2fb50,8,Holstein,20.01,38.85,66.75,86,16.89
5276f932,7,Jersey,19.75,24.81,47.03,163,23.94
e72a4015,7,Holstein,24.11,25.56,55.96,337,21.3
a3e86acf,5,Jersey,15.84,22.05,35.3,295,19.19
5d7e48f2,10,Holstein,23.4,35.14,40.52,121,17.62
64fdd93c,3,Guernsey,20.59,22.28,70.16,252,16.17
0568691c,10,Holstein,24.99,36.24,52.63,161,18.25
f4e183ff,3,Holstein,27.79,24.46,31.83,202,31.37
2b44b33c,10,Holstein,24.33,20.75,85.84,8,23.67
3411bdc6,5,Holstein,24.62,12.67,76.87,314,24.56
d753cb96,9,Jersey,18.86,37.58,64.08,275,8.75
f631ff08,6,Holstein,22.75,33.37,55.03,99,25.32
b2c9b86d,10,Holstein,26.73,8.63,57.34,156,27.78
4f2b4c86,6,Holstein,24.08,8.67,58.76,262,29.41
9de5c7b2,7,Jersey,22.84,8.34,57.85,311,19.86
27a70a6d,10,Guernsey,19.76,31.61,68.72,152,10.94
ec27cb10,2,Guernsey,18.78,30.3,81.36,287,10.38
6f30c5fe,8,Holstein,23.67,18.77,91.46,220,29.1
95d87597,4,Holstein,20.48,25.12,47.82,92,32.94
ae17b137,2,Jersey,19.6,26.56,70.69,263,15.47
4123f3cc,9,Holstein,23.45,19.5,53.02,385,21.31
248f0b0e,9,Holstein,22.95,10.4,66.21,220,26.07
76fe859b,8,Jersey,18.17,14.16,55.31,291,17.51
5f363cfa,4,Holstein,30.7,10.24,74.81,89,39.72
69467142,2,Holstein,20.08,1.47,37.44,193,26.46
d5e25ba1,2,Jersey,19.05,16.66,34.23,268,19.53
4f7390c4,9,Holstein,26.25,-0.96,47.62,55,29.99
cfdff42c,8,Holstein,25.13,30.13,44.8,3,18.72
09c52e2d,6,Holstein,28.54,19.1,100.0,27,36.09
b99c6862,2,Jersey,10.64,17.37,39.75,77,19.64
1952353a,4,Guernsey,16.72,12.82,64.67,178,19.09
cfa31dd5,8,Jersey,21.92,23.98,62.13,188,18.76
7bcb386f,8,Holstein,25.02,7.23,62.89,69,32.55
27cb4136,3,Holstein,30.18,10.58,52.94,258,28.77
1987466a,3,Holstein,32.13,39.77,42.65,75,26.7
b6109ac9,6,Holstein,24.66,28.38,74.1,388,20.39
0163afda,3,Holstein,25.43,24.72,59.81,306,20.4
098d755f,2,Holstein,25.29,16.61,69.0,145,30.56
2c0d6bde,8,Jersey,17.73,38.15,35.97,314,8.49
62af9490,3,Holstein,21.51,38.23,51.1,154,21.58
ca6d54b1,6,Jersey,17.51,14.16,60.86,48,24.13
c9196235,5,Jersey,19.67,16.09,63.42,160,27.33
d6987e9a,2,Jersey,18.41,5.66,88.19,190,21.33
75c1c421,9,Holstein,26.63,17.24,54.37,132,28.88
ecc82138,6,Jersey,19.93,17.18,66.06,160,23.69
e335f6a1,5,Holstein,22.85,26.7,59.46,365,22.94
1f4da6d4,9,Jersey,13.45,25.26,53.93,174,18.79
aeaedbff,2,Jersey,23.16,30.37,81.24,246,13.06
cfdff42c,8,Holstein,21.34,39.09,58.6,208,15.37
cfdff42c,8,Holstein,24.57,45.0,66.45,289,12.11
75ce8b32,8,Jersey,16.42,4.09,74.25,2,16.79
bb546a19,4,Holstein,22.0,28.13,52.73,52,30.41
85e06027,3,Jersey,24.81,22.58,74.85,353,18.88
ca00c3a8,6,Jersey,18.56,5.76,45.33,372,15.12
c6343d1e,6,Jersey,14.91,25.34,72.99,84,16.9
d696774f,3,Jersey,17.3,17.83,71.06,143,21.4
1a700736,6,Jersey,18.11,22.47,73.13,386,17.64
11d38c87,9,Holstein,29.75,16.63,96.69,372,23.0
95b651b7,4,Jersey,14.32,26.54,75.69,209,16.83
37d75728,10,Holstein,26.29,24.69,75.98,224,20.65
f59dad6c,6,Holstein,27.22,9.77,44.29,206,33.16
70736dfa,9,Holstein,19.7,10.4,42.63,212,27.47
f55e6417,5,Holstein,24.78,35.07,48.49,129,24.52
35e53e3c,3,Holstein,27.09,13.66,38.6,235,32.48
743222cc,3,Holstein,22.87,24.85,92.49,43,28.75
627018bb,9,Holstein,26.82,44.16,71.29,100,17.0
95da4d5e,3,Jersey,20.27,15.34,100.0,330,18.46
2aeb49a7,5,Holstein,23.81,24.57,45.66,228,31.44
090c6a23,6,Jersey,16.95,22.75,39.81,92,25.4
c82ac8ec,9,Holstein,21.03,24.25,59.7,292,22.86
6ed621fa,10,Holstein,19.21,20.95,74.57,307,20.07
0323a382,3,Holstein,23.82,13.17,38.86,339,24.78
57922d84,6,Holstein,23.42,19.67,44.0,76,35.7
f4d65679,9,Holstein,22.35,21.11,47.77,33,29.76
66f4acd0,3,Holstein,25.59,29.65,52.98,205,23.97
553b66c2,4,Holstein,22.48,26.29,79.12,217,27.53
0430c149,3,Holstein,22.23,24.36,54.93,394,21.71
bf9b5eb9,4,Holstein,28.26,15.04,63.52,169,33.59
6df9a5ab,7,Jersey,19.44,15.04,53.73,77,25.45
34477b46,7,Holstein,27.65,21.1,56.99,181,31.6
618ab870,10,Guernsey,22.5,19.37,66.07,231,18.48
548ef7c4,5,Jersey,19.99,18.97,78.36,305,21.35
f59dad6c,6,Holstein,24.31,23.48,46.0,193,31.14
37e1c213,10,Holstein,24.06,40.17,62.32,238,11.77
14872438,9,Holstein,26.98,-3.58,72.92,326,23.87
bba15172,6,Holstein,22.29,19.62,54.55,307,28.95
844ef924,10,Holstein,27.47,40.5,51.0,42,12.27
8c8c3049,5,Holstein,23.39,38.78,68.84,158,18.94
923d1bc7,10,Jersey,23.43,29.19,61.98,157,15.89
d4fd5d12,4,Guernsey,17.63,17.52,67.36,192,20.08
c661564c,5,Jersey,24.63,45.0,83.69,40,14.63
399a12b6,5,Guernsey,18.54,13.5,65.82,135,21.66
7dfec435,6,Holstein,18.4,15.67,42.67,170,30.71
791dcc7e,7,Holstein,25.12,5.21,71.28,50,33.42
1b724b02,9,Holstein,25.47,20.33,50.2,164,29.29
7ba386ea,6,Jersey,15.86,41.27,69.82,246,10.27
22ce2131,8,Jersey,15.07,5.11,64.08,376,13.32
1d7c0e30,3,Guernsey,17.62,13.92,36.77,238,17.17
833087d7,10,Holstein,28.61,10.45,32.63,299,25.56
2e7268b4,8,Jersey,17.2,29.68,57.78,245,14.48
15a40370,5,Holstein,27.31,24.87,58.63,278,27.67
caffefc3,9,Holstein,30.73,19.11,56.21,18,30.51
38b8ba65,8,Jersey,17.42,21.77,56.38,310,14.77
6c86152d,5,Holstein,23.16,37.17,56.92,327,19.07
88fbc8b7,10,Jersey,19.63,22.54,82.21,197,17.68
64cb67e0,5,Holstein,25.04,30.41,82.78,292,22.78
ecc82138,6,Jersey,18.92,20.26,61.44,228,20.94
e553cf89,2,Guernsey,15.62,19.45,77.69,290,13.62
7c5f7df8,7,Holstein,23.2,29.1,36.55,46,28.13
68a8cc7a,7,Holstein,23.21,15.48,74.27,143,34.35
62c200fd,10,Jersey,18.8,25.9,44.18,117,15.33
372466ed,5,Holstein,26.08,31.22,52.13,21,25.12
635756e6,5,Holstein,26.62,26.9,72.76,331,24.81
dcd70884,8,Holstein,23.22,3.18,68.08,139,30.31
64bdf953,2,Guernsey,10.48,27.77,78.16,71,14.43
c11ffd72,2,Holstein,22.16,28.8,44.02,242,25.03
5d366c55,2,Holstein,28.01,44.4,57.49,338,13.02
32af7064,9,Jersey,17.64,21.42,66.86,23,17.11
a1133681,2,Jersey,15.48,26.04,87.48,249,13.68
dc7fe98d,8,Guernsey,13.55,0.87,40.47,376,15.03
42068db6,6,Holstein,20.14,5.18,77.44,93,34.3
4be509d8,2,Holstein,23.87,-2.33,55.27,395,22.56
55dc17b6,3,Holstein,25.98,23.57,50.09,231,29.59
811360f1,5,Holstein,21.7,25.1,62.86,390,22.52
9cdd5fde,2,Holstein,23.4,11.3,67.04,294,26.22
553b66c2,4,Holstein,20.5,-0.26,55.56,100,34.88
27a70a6d,10,Guernsey,13.39,30.58,88.67,224,11.55
9cd97eff,10,Holstein,25.75,24.51,61.0,147,21.56
b5332e66,2,Holstein,20.68,4.58,51.36,348,23.32
38b8ba65,8,Jersey,17.89,12.45,72.8,375,15.84
c8d1a788,5,Jersey,21.49,15.22,51.57,305,19.3
64f6fbe3,2,Holstein,25.99,20.79,69.86,245,27.19
06f2e30e,8,Guernsey,15.01,21.59,58.92,380,14.38
3d2556c5,8,Holstein,21.29,26.47,66.26,310,21.27
8cab37b9,6,Jersey,18.68,12.61,45.42,103,26.56
6c0106e5,3,Holstein,24.67,23.17,80.24,211,31.15
ae4c5062,7,Jersey,15.85,20.34,88.09,123,24.15
3241ea94,6,Jersey,13.58,27.11,42.68,342,13.0
e6bb6da2,9,Holstein,28.23,20.06,25.49,396,20.22
2f1c3aac,4,Holstein,27.05,23.59,70.14,189,31.54
094123a3,4,Holstein,20.22,9.16,28.4,308,26.77
50b5974a,10,Jersey,14.3,9.22,65.9,245,17.85
ea50c44e,4,Jersey,16.31,11.42,50.26,348,18.15
90a39646,4,Holstein,26.1,25.52,71.85,107,32.45
0bcd7a39,3,Holstein,21.68,14.39,65.43,245,28.02
7cb991e4,5,Holstein,28.05,18.65,56.39,273,31.3
4eb757cc,6,Jersey,18.23,33.38,61.46,316,13.26
23edaf26,9,Holstein,23.7,25.64,45.17,52,28.04
5091babb,10,Holstein,31.85,18.39,61.05,249,26.96
635756e6,5,Holstein,23.28,24.52,38.24,385,26.67
7e0bd251,6,Jersey,18.79,14.61,62.05,374,21.11
e722c1ad,2,Holstein,22.79,9.02,58.97,100,31.49
69467142,2,Holstein,26.09,42.9,76.06,220,14.42
b5cb5cfc,4,Jersey,29.27,20.65,76.53,207,28.61
10fa0fdc,2,Holstein,30.59,13.22,51.0,334,26.79
1d7c0e30,3,Guernsey,20.02,2.48,48.32,183,18.45
2cc738db,4,Guernsey,20.96,26.37,39.84,252,20.2
7613d9ea,10,Jersey,17.14,18.98,55.9,37,17.92
b3743fbd,2,Jersey,12.46,6.46,64.82,4,14.03
0d607dee,4,Holstein,23.43,19.87,39.94,325,25.01
87c92eda,4,Holstein,27.52,23.02,79.13,373,25.9
fd08211e,8,Guernsey,15.86,29.23,62.1,238,14.78
601082c0,6,Holstein,18.91,18.26,61.22,77,34.04
e4087503,4,Holstein,23.51,25.78,55.14,187,28.12
48e12cfa,2,Guernsey,15.39,23.55,46.99,242,12.71
760566a5,8,Holstein,23.7,26.0,65.0,72,24.56
37d75728,10,Holstein,22.56,6.86,26.01,115,28.16
fecc6aa3,3,Holstein,19.8,9.21,52.83,226,29.3
10ad8c89,7,Jersey,20.88,5.36,88.5,23,22.48
11d38c87,9,Holstein,30.2,21.88,75.1,265,26.63
0b3cb175,8,Holstein,33.88,9.93,46.3,396,25.76
36881a34,10,Holstein,25.07,12.14,35.14,174,30.85
5fbddccb,8,Holstein,29.25,28.69,49.77,139,28.04
4a98aaa6,4,Jersey,18.57,11.09,56.94,228,21.14
4c8a3948,2,Holstein,21.17,28.33,54.64,378,16.85
6c86152d,5,Holstein,23.98,4.48,58.14,48,39.28
0b3cb175,8,Holstein,26.81,23.83,68.17,295,23.43
cca1efc5,4,Holstein,21.07,20.62,53.66,153,31.26
b6be6e64,3,Holstein,25.64,25.03,72.47,388,22.0
37e1c213,10,Holstein,23.2,19.53,70.16,381,18.87
7ea21197,4,Holstein,22.2,10.32,43.26,35,34.71
68323bad,9,Holstein,17.42,37.82,76.02,59,14.13
0360820b,8,Holstein,27.4,19.39,62.99,25,29.86
ced8267a,9,Holstein,24.52,38.34,57.55,135,14.95
8b406f9e,6,Jersey,21.43,10.32,55.04,92,27.25
53478edb,6,Guernsey,19.05,10.18,73.97,67,23.67
7ba386ea,6,Jersey,17.74,23.36,48.63,156,22.15
4c8a3948,2,Holstein,27.38,38.8,82.89,43,15.78
e163dc13,4,Holstein,19.14,11.98,58.7,301,26.99
01724ec6,6,Holstein,23.84,20.6,77.8,344,25.22
248f0b0e,9,Holstein,24.36,23.47,71.23,75,29.08
551ea421,3,Jersey,20.44,20.66,57.85,221,20.59
624e96cc,7,Jersey,19.4,0.24,63.37,146,21.47
6661df7e,6,Holstein,23.66,17.21,35.08,180,34.23
6b7ca0ac,2,Holstein,26.11,10.17,44.35,281,27.52
3394b844,7,Jersey,17.36,29.34,24.76,34,19.43
7ea14c94,3,Guernsey,16.67,32.69,35.92,117,17.19
e553cf89,2,Guernsey,25.88,19.96,72.48,43,22.47
3dd7ed0f,6,Holstein,26.12,16.96,63.38,186,35.15
83e1fd56,9,Guernsey,16.55,7.12,67.06,262,13.51
35e53e3c,3,Holstein,21.39,12.17,36.25,92,32.32
6e5147c6,9,Jersey,19.23,5.56,67.79,340,15.01
8716129a,2,Holstein,28.06,21.92,77.26,163,31.69
9ae4ea59,7,Jersey,21.17,15.26,90.12,230,20.0
226fb633,4,Holstein,27.51,27.01,70.08,310,24.38
e723b1ef,7,Holstein,27.31,16.44,49.43,90,35.72
5d5d4c72,7,Holstein,26.79,15.41,64.47,215,30.32
3702e9af,7,Holstein,18.67,23.32,76.4,240,27.64
dd31c0c8,9,Holstein,26.71,16.76,49.26,202,27.46
b8862656,10,Jersey,21.79,18.0,76.97,199,18.1
7ea14c94,3,Guernsey,16.91,23.26,71.41,293,15.69
30d10efb,6,Holstein,20.69,12.26,64.99,259,28.88
9abb976f,7,Jersey,22.59,24.16,42.04,61,24.37
9d6a7dcb,10,Holstein,19.95,17.92,79.9,44,25.24
4f2b4c86,6,Holstein,24.78,17.96,60.21,213,30.61
ced68330,10,Holstein,25.5,17.56,83.25,329,22.65
90a70313,10,Holstein,23.86,30.91,59.17,78,19.5
a3503119,3,Jersey,17.61,12.61,77.71,80,25.95
6df9a5ab,7,Jersey,18.47,31.51,55.94,181,13.46
125b9408,8,Holstein,15.42,30.22,64.14,90,20.33
8f9ec222,9,Jersey,17.77,26.47,83.83,303,10.88
dc7fe98d,8,Guernsey,18.34,26.62,57.15,144,18.04
5d5d4c72,7,Holstein,15.93,10.92,63.19,10,22.18
489367ee,3,Jersey,19.83,22.85,61.9,236,17.22
bc196e0b,8,Guernsey,18.69,30.65,44.51,236,16.54
087e9060,9,Holstein,23.75,7.07,74.44,284,21.47
7ea21197,4,Holstein,17.67,23.01,50.13,183,27.81
8b6e24cb,2,Holstein,24.48,11.09,86.39,39,30.48
e6bb6da2,9,Holstein,22.09,10.95,72.03,69,30.47
773ac735,9,Holstein,25.3,17.67,45.32,369,23.07
5ef7ede3,10,Holstein,23.14,25.55,68.66,146,24.14
811360f1,5,Holstein,26.67,22.44,72.48,71,35.72
324279af,5,Guernsey,23.77,19.18,86.78,272,22.05
1cbda324,9,Holstein,22.4,10.55,77.93,203,26.69
e58a535e,6,Holstein,22.75,25.97,59.32,322,20.97
f5d6ca8d,2,Jersey,19.53,4.99,55.81,40,21.55
37e1c213,10,Holstein,29.25,17.76,66.95,318,25.41
df32a94d,4,Holstein,26.6,23.11,71.48,123,33.08
9d6af604,2,Jersey,25.07,13.83,51.8,325,18.39
931faa32,10,Jersey,14.59,15.06,51.52,294,16.26
8a950a9b,4,Holstein,22.56,40.97,46.32,299,14.99
775bb683,10,Holstein,19.84,31.9,37.96,36,19.25
9d6af604,2,Jersey,23.86,27.32,44.64,149,19.35
cef0404d,7,Holstein,22.48,8.63,62.33,370,23.91
b89ae380,4,Holstein,22.13,16.76,49.67,52,35.17
8f3a83b3,2,Jersey,23.44,28.21,73.38,261,16.76
914e24fb,10,Holstein,23.95,11.79,38.13,252,23.52
194b7a00,7,Holstein,21.31,18.95,67.89,209,29.21
372466ed,5,Holstein,21.33,11.06,94.5,124,33.83
957ede2a,9,Holstein,26.45,21.47,57.52,29,32.86
52326c4d,4,Holstein,29.31,14.71,69.23,40,34.71
35e53e3c,3,Holstein,22.59,5.24,74.88,251,29.94
565f41b1,3,Holstein,18.51,16.45,54.62,1,18.61
307c2c41,5,Holstein,25.83,26.3,36.97,390,26.72
036221dc,9,Jersey,21.79,28.7,46.32,153,17.63
55dc17b6,3,Holstein,22.42,15.9,87.23,105,32.06
548ef7c4,5,Jersey,19.37,28.37,64.64,389,15.57
2aeb49a7,5,Holstein,27.92,30.19,53.24,225,28.56
09452deb,5,Holstein,26.23,18.48,66.64,3,29.74
21e1832b,5,Jersey,17.97,13.73,83.34,114,24.93
9d9d6ea5,10,Holstein,24.63,24.05,82.9,140,23.95
cc297981,4,Jersey,19.7,9.32,55.13,294,20.29
06f2e30e,8,Guernsey,13.85,15.97,63.92,82,19.78
3929e22c,4,Holstein,26.11,23.13,74.51,348,23.79
16464a0d,7,Jersey,17.46,26.2,66.52,174,20.91
2b93aaf4,4,Holstein,25.76,29.14,43.77,394,20.14
d636b990,2,Holstein,28.07,39.04,61.09,222,13.56
08a31ef2,6,Holstein,23.67,23.32,47.0,281,26.15
aa77f4e0,4,Holstein,21.66,7.89,62.42,198,30.25
58073291,2,Holstein,28.77,20.06,56.2,153,28.91
8e8a616f,4,Jersey,17.95,39.3,72.46,150,9.13
0217b55f,7,Holstein,27.89,37.59,84.23,48,16.51
53478edb,6,Guernsey,18.73,14.34,69.29,17,17.55
9dc75e0d,10,Holstein,20.61,29.26,45.33,319,17.14
4a1bed79,8,Holstein,22.75,24.8,80.45,346,20.32
95f1f86c,2,Holstein,20.32,37.23,53.97,67,22.63
202ed345,3,Holstein,23.67,22.91,47.08,169,28.74
6e8d0a9f,2,Holstein,25.7,36.18,64.39,329,17.03
4dcda30d,3,Jersey,18.97,29.95,45.65,78,20.35
48529d18,10,Holstein,19.06,21.52,52.07,330,22.52
49f2c8d0,4,Holstein,23.95,21.9,38.51,345,27.59
0822be16,8,Jersey,10.48,13.32,24.95,285,14.83
84941a56,7,Jersey,19.13,7.19,70.95,54,23.62
0e440755,3,Guernsey,24.35,22.13,40.75,249,20.48
a9f81081,10,Guernsey,21.11,6.81,66.4,398,11.91
6f0bb175,3,Holstein,26.48,-0.16,51.17,143,33.71
29fa4520,6,Guernsey,18.43,18.79,74.6,247,18.62
651ad7a8,8,Holstein,22.5,3.47,60.34,225,27.59
f9012033,4,Holstein,22.92,18.51,69.01,249,31.43
41c60422,2,Jersey,17.68,14.87,98.34,14,17.5
ed8d2ec5,9,Guernsey,19.48,17.37,66.62,97,18.38
75ce8b32,8,Jersey,18.25,6.51,70.96,227,19.38
e7c26c99,2,Holstein,18.91,24.44,41.48,338,17.78
526594f3,9,Holstein,22.11,18.12,27.84,360,21.55
61951de5,3,Holstein,28.31,9.89,80.48,34,32.91
3c295da7,3,Jersey,18.22,30.75,49.39,221,15.01
618ab870,10,Guernsey,21.3,11.42,50.43,59,16.61
158f6f0d,5,Holstein,23.39,34.41,27.03,118,31.67
db717798,2,Holstein,25.14,11.28,60.81,290,26.15
09c52e2d,6,Holstein,24.55,19.84,50.08,228,32.48
f206888b,10,Holstein,23.21,-8.59,47.18,319,20.73
f9e65954,7,Guernsey,19.91,26.97,61.16,241,13.17
7a4fdf14,2,Holstein,17.98,24.54,67.0,283,20.12
7de83a28,6,Holstein,23.63,23.74,98.44,26,30.35
f8968de5,6,Guernsey,15.47,27.22,60.23,272,16.23
41c60422,2,Jersey,17.77,4.88,57.33,387,16.75
ba84aff1,3,Jersey,18.79,11.82,68.1,268,18.98
1d98879b,9,Holstein,22.57,33.5,36.6,106,21.2
b722a89d,6,Holstein,21.14,22.79,46.79,181,30.17
a9f81081,10,Guernsey,19.23,33.46,75.74,292,9.7
632e4ab4,7,Holstein,25.37,22.59,56.18,121,34.64
f9e65954,7,Guernsey,18.34,25.63,24.11,78,21.85
64fdd93c,3,Guernsey,18.05,37.79,47.51,78,15.11
3827a093,8,Holstein,17.06,11.21,63.58,29,25.73
ebb98fa5,4,Jersey,19.72,14.51,61.29,309,19.17
6ef5c9dc,3,Jersey,16.32,5.79,53.57,54,22.71
ba66ab4f,4,Jersey,19.82,29.24,67.48,75,19.04
52dc2b4c,6,Holstein,29.28,17.7,65.13,343,28.89
182bc640,8,Holstein,23.11,13.78,61.68,252,27.94
9a5aaeba,4,Jersey,22.32,38.84,28.88,306,12.91
5bb82a18,8,Jersey,16.74,31.32,42.4,37,17.09
e616b5d9,9,Holstein,19.15,17.14,47.16,288,19.81
15a40370,5,Holstein,22.35,19.47,30.46,23,37.52
b1d33417,6,Guernsey,18.2,-10.0,47.26,187,16.96
ba0770ff,5,Jersey,19.13,16.0,64.75,71,30.41
624e96cc,7,Jersey,22.4,32.15,50.76,56,15.27
1f408383,3,Holstein,21.05,18.48,75.37,85,35.81
34973157,4,Holstein,29.41,22.5,38.06,79,39.1
e89cdca3,10,Jersey,19.67,20.66,53.88,147,19.02
45cd2f60,9,Holstein,27.06,25.13,55.49,1,18.25
f397ebc1,3,Holstein,25.09,14.57,74.6,325,25.66
a3ef6cb1,2,Holstein,27.45,30.89,42.96,248,24.15
4dfbf087,6,Holstein,23.59,23.58,51.0,399,25.41
142c25d8,9,Jersey,19.77,16.48,63.83,335,16.33
771a2044,6,Holstein,20.22,25.97,49.24,316,21.65
fd7da32a,4,Holstein,18.48,21.17,65.12,86,31.23
743222cc,3,Holstein,23.46,19.54,60.94,224,28.29
aa983b77,6,Holstein,20.58,-1.56,50.72,111,32.32
f499d8c1,9,Holstein,15.55,28.65,44.94,11,18.04
cc297981,4,Jersey,19.66,11.66,65.53,373,17.87
114f9c6c,5,Holstein,24.42,44.96,74.78,356,16.69
82434d8e,2,Holstein,23.88,13.8,46.7,138,31.54
51e7c4b6,2,Holstein,22.45,20.46,44.92,36,32.07
10fa0fdc,2,Holstein,26.37,17.79,46.81,96,32.49
900cd847,2,Holstein,23.48,26.46,81.78,319,21.21
24f2a55e,4,Jersey,16.99,9.02,61.75,65,22.97
4f2b4c86,6,Holstein,24.48,25.42,62.34,120,30.35
6661df7e,6,Holstein,28.04,21.88,22.27,103,36.95
95da4d5e,3,Jersey,15.76,7.25,60.41,163,22.59
c3b80014,7,Holstein,23.43,21.23,56.24,166,31.3
b0f3ecc1,8,Holstein,27.29,14.72,45.06,180,29.45
6153d723,8,Guernsey,15.62,16.26,52.07,84,18.59
f196c4cc,10,Jersey,18.12,29.13,25.92,41,18.52
acd43711,6,Holstein,26.08,21.96,70.21,326,27.34
0dbf2ea3,4,Holstein,26.86,32.06,41.84,106,30.31
32af7064,9,Jersey,13.18,34.53,94.45,343,5.56
202ed345,3,Holstein,20.76,1.63,69.95,269,28.88
f8eadef8,7,Jersey,20.23,26.2,71.15,112,22.51
601082c0,6,Holstein,18.3,17.88,64.94,218,27.27
923d1bc7,10,Jersey,18.48,16.19,53.2,240,16.68
57922d84,6,Holstein,25.16,34.31,61.79,132,25.0
7c1e49dd,5,Holstein,25.3,30.31,69.83,343,22.66
e57dad1a,4,Jersey,22.27,1.66,45.97,54,23.71
8f3a83b3,2,Jersey,16.77,15.65,68.43,280,17.4
a868d649,6,Holstein,20.36,16.09,60.27,42,32.32
8d9b3f8b,10,Holstein,29.25,32.93,67.12,265,18.71
f95ba31f,7,Guernsey,23.14,2.79,80.32,205,20.69
351b3b78,5,Holstein,19.93,15.86,66.36,337,26.1
6c0106e5,3,Holstein,22.45,24.43,60.89,15,24.72
37d75728,10,Holstein,19.45,25.8,65.99,324,18.11
09d19ebe,7,Holstein,22.48,26.73,68.24,152,27.94
2aeb49a7,5,Holstein,23.74,15.92,38.11,290,32.19
7ffe96c7,5,Jersey,19.04,29.53,66.56,65,17.31
977e3f10,7,Holstein,23.32,29.58,80.46,202,22.26
2c4ff69f,3,Jersey,17.48,10.98,79.2,237,22.09
91c3d79d,6,Guernsey,16.01,23.22,66.88,161,16.84
164d2568,5,Holstein,23.86,35.7,55.67,185,22.1
b89ef728,6,Guernsey,21.16,15.69,44.15,312,18.51
5251cd71,10,Holstein,23.49,18.42,44.5,321,21.91
55dc17b6,3,Holstein,25.9,16.71,78.97,118,33.3
14b547eb,9,Jersey,12.08,20.76,71.74,88,18.68
af5cd8c5,8,Holstein,23.02,12.33,56.79,192,28.59
fef40155,7,Jersey,20.46,35.88,69.97,255,8.95
a4d678e2,6,Jersey,18.87,22.89,55.92,341,19.38
d7b84b86,5,Holstein,22.05,21.64,52.21,25,33.76
63c1806f,6,Jersey,19.99,17.53,51.4,54,25.75
83e1fd56,9,Guernsey,20.03,2.67,42.83,88,17.93
7ba386ea,6,Jersey,22.04,14.98,47.68,168,24.76
e86a8272,5,Holstein,25.93,14.77,60.32,230,32.43
37e1c213,10,Holstein,23.32,14.18,51.31,206,24.36
deecc2f1,9,Holstein,21.9,21.35,58.67,178,29.29
0650b430,9,Holstein,22.24,29.84,46.97,149,23.61
9a30b9e0,8,Holstein,19.38,25.97,47.13,95,24.01
168a7fc8,7,Holstein,21.7,1.17,60.15,18,30.95
775bb683,10,Holstein,20.62,0.1,47.82,81,26.65
835ea59c,5,Holstein,25.16,24.87,66.96,366,22.97
773ac735,9,Holstein,24.71,23.25,45.13,382,20.87
68081ab9,2,Holstein,27.87,18.49,74.92,13,28.27
01724ec6,6,Holstein,22.94,14.23,72.9,169,34.25
dd31c0c8,9,Holstein,27.85,13.99,51.9,270,29.34
7c5f7df8,7,Holstein,23.2,15.03,43.29,332,26.08
1cf55ff1,6,Holstein,25.77,30.63,51.42,357,23.06
85689564,10,Holstein,26.14,10.98,73.81,146,27.67
f89e43d6,7,Holstein,19.46,11.78,55.2,113,32.04
04cfd2ed,8,Jersey,20.15,14.93,75.75,355,17.34
cbbc7d7d,6,Holstein,23.71,15.56,42.58,98,34.05
85689564,10,Holstein,22.09,24.12,56.84,104,26.72
7a2c4bdc,10,Holstein,24.58,29.02,57.78,392,16.47
2cae9121,2,Jersey,23.18,9.66,43.33,256,20.26
5d7a3088,2,Holstein,23.46,33.71,80.83,375,16.37
feb3c86f,9,Jersey,10.61,20.25,63.47,219,18.44
238600b4,4,Holstein,22.4,25.48,73.15,149,26.9
aa1a2c60,9,Jersey,17.04,17.04,50.41,251,17.51
ae4c5062,7,Jersey,17.96,16.12,73.24,211,21.22
35e53e3c,3,Holstein,22.48,30.04,66.54,232,18.16
679df932,3,Holstein,27.75,21.53,56.16,91,35.61
8af484c0,10,Holstein,23.85,23.31,50.37,254,23.42
829a147d,3,Holstein,26.13,29.28,51.62,325,22.47
8d6688c8,3,Jersey,18.67,33.03,77.02,15,13.94
f9012033,4,Holstein,20.57,17.59,56.97,25,32.34
95b651b7,4,Jersey,16.87,7.55,67.07,309,17.17
168a7fc8,7,Holstein,25.77,21.28,34.68,146,34.07
e4c57e0e,10,Guernsey,17.04,17.72,57.03,117,15.49
e414f9be,5,Guernsey,19.8,18.03,49.12,386,16.16
389ec078,10,Holstein,27.74,-2.93,58.22,58,29.95
